file,key,legacySection,legacyComment,visibleText,helpCaptionText,explicitAction,actionType,targetPageKey,targetFit,legacyMessage,needsActionReview
data/defs/ui/packages/legacy_imgui/game/buttonlayout1600.fit,game.buttonlayout1600.button.info_tab,Button13,info tab,,Unit Info,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout1600.fit,game.buttonlayout1600.button.support_tab,Button14,support tab,,Support Palette,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout1600.fit,game.buttonlayout1600.button.minelayer,Button15,minelayer,,Lay Mines Toggle Command (V),false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout1600.fit,game.buttonlayout1600.button.repair,Button16,repair,,Repair,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout1600.fit,game.buttonlayout1600.button.salvage,Button17,salvage,,Recover,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout1600.fit,game.buttonlayout1600.button.artillery_piece_supression_fire,Button18,artillery piece supression fire,,Suppression Fire Toggle Command (V),false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout1600.fit,game.buttonlayout1600.button.hold_position,Button19,hold position,,Hold Position Toggle Command (H),false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout1600.fit,game.buttonlayout1600.button.button,ScrollButton,,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout1600.fit,game.buttonlayout1600.button.scroll_up,InfoButton0,scroll up,,Default Range,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout1600.fit,game.buttonlayout1600.button.scroll_down,InfoButton1,scroll down,,Default Range,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout1600.fit,game.buttonlayout1600.button.obj,PauseButton0,obj,OBJECTIVES,Objectives List,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout1600.fit,game.buttonlayout1600.button.inmissionsave,PauseButton1,inmissionsave,QUICK SAVE,Quick Save,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout1600.fit,game.buttonlayout1600.button.inmissionload,PauseButton2,inmissionload,QUICK LOAD,Quick Load,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout1600.fit,game.buttonlayout1600.button.options,PauseButton3,options,OPTIONS,Options,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout1600.fit,game.buttonlayout1600.button.restart_mission,PauseButton4,restart mission,ABORT MISSION,Abort Mission,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout1600.fit,game.buttonlayout1600.button.exit,PauseButton5,exit,EXIT GAME,Exit Game,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout1600.fit,game.buttonlayout1600.button.return_to_game,PauseButton6,return to game,RETURN TO GAME,Return to Game,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout640.fit,game.buttonlayout640.button.default_attack_defunct,Button0,default attack DEFUNCT,,Default Range,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout640.fit,game.buttonlayout640.button.short_range_attack_defunct,Button1,short range attack DEFUNCT,,Short-Range Attack Command (S),false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout640.fit,game.buttonlayout640.button.medium_attack_defunct,Button2,medium attack DEFUNCT,,Medium-Range Attack Command (M),false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout640.fit,game.buttonlayout640.button.l_attack_defunct,Button3,l attack DEFUNCT,,Long-Range Attack Command (L),false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout640.fit,game.buttonlayout640.button.jump,Button4,jump,,Jump Command (J),false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout640.fit,game.buttonlayout640.button.run,Button5,run,,Run Command (SPACEBAR),false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout640.fit,game.buttonlayout640.button.guard,Button6,guard,,Guard Command (G),false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout640.fit,game.buttonlayout640.button.fire_from_current_pos,Button7,fire from current pos,,Fire from Current Position Command (C),false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout640.fit,game.buttonlayout640.button.stop,Button8,stop,,Stop/Hold Fire Command (BACKSPACE),false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout640.fit,game.buttonlayout640.button.info,Button9,info,,Info (I),false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout640.fit,game.buttonlayout640.button.objectives,Button10,objectives,,Objectives List (F9),false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout640.fit,game.buttonlayout640.button.pause_menu,Button11,PAUSE MENU,,System Menu (ESC),false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout640.fit,game.buttonlayout640.button.tac_map,Button12,tac map,,Tactical Map,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout640.fit,game.buttonlayout640.button.info_tab,Button13,info tab,,Unit Info,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout640.fit,game.buttonlayout640.button.vehicle_tab,Button14,vehicle tab,,Support Palette,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout640.fit,game.buttonlayout640.button.minelayer,Button15,minelayer,,Lay Mines Toggle Command (V),false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout640.fit,game.buttonlayout640.button.repair,Button16,repair,,Repair,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout640.fit,game.buttonlayout640.button.salvage,Button17,salvage,,Recover,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout640.fit,game.buttonlayout640.button.artillery_piece_suppression_fire,Button18,artillery piece suppression fire,,Suppression Fire Toggle Command (V),false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout640.fit,game.buttonlayout640.button.hold_position,Button19,hold position,,Hold Position Toggle Command (H),false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout640.fit,game.buttonlayout640.button.button,ScrollButton,,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout640.fit,game.buttonlayout640.button.scroll_up,InfoButton0,scroll up,,Default Range,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout640.fit,game.buttonlayout640.button.scroll_down,InfoButton1,scroll down,,Default Range,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout640.fit,game.buttonlayout640.button.obj,PauseButton0,obj,OBJECTIVES,Objectives List,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout640.fit,game.buttonlayout640.button.inmissionsave,PauseButton1,inmissionsave,QUICK SAVE,Quick Save,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout640.fit,game.buttonlayout640.button.inmissionload,PauseButton2,inmissionload,QUICK LOAD,Quick Load,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout640.fit,game.buttonlayout640.button.options,PauseButton3,options,OPTIONS,Options,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout640.fit,game.buttonlayout640.button.restart_mission,PauseButton4,restart mission,ABORT MISSION,Abort Mission,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout640.fit,game.buttonlayout640.button.exit,PauseButton5,exit,EXIT GAME,Exit Game,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout640.fit,game.buttonlayout640.button.return_to_game,PauseButton6,return to game,RETURN TO GAME,Return to Game,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout800.fit,game.buttonlayout800.button.default_attack,Button0,default attack,,Default Range,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout800.fit,game.buttonlayout800.button.short_range_attack,Button1,short range attack,,Short-Range Attack Command (S),false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout800.fit,game.buttonlayout800.button.medium_attack,Button2,medium attack,,Medium-Range Attack Command (M),false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout800.fit,game.buttonlayout800.button.l_attack,Button3,l attack,,Long-Range Attack Command (L),false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout800.fit,game.buttonlayout800.button.jump,Button4,jump,,Jump Command (J),false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout800.fit,game.buttonlayout800.button.run,Button5,run,,Run Command (SPACEBAR),false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout800.fit,game.buttonlayout800.button.guard,Button6,guard,,Guard Command (G),false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout800.fit,game.buttonlayout800.button.fire_from_current_pos,Button7,fire from current pos,,Fire from Current Position Command (C),false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout800.fit,game.buttonlayout800.button.stop,Button8,stop,,Stop/Hold Fire Command (BACKSPACE),false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout800.fit,game.buttonlayout800.button.info,Button9,info,,Info (I),false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout800.fit,game.buttonlayout800.button.objectives,Button10,objectives,,Objectives List (F9),false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout800.fit,game.buttonlayout800.button.pause_window,Button11,PAUSE WINDOW,,System Menu (ESC),false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout800.fit,game.buttonlayout800.button.tac_map,Button12,tac map,,Tactical Map,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout800.fit,game.buttonlayout800.button.info_tab,Button13,info tab,,Unit Info,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout800.fit,game.buttonlayout800.button.vehicle_tab,Button14,vehicle tab,,Support Palette,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout800.fit,game.buttonlayout800.button.minelayer,Button15,minelayer,,Lay Mines Toggle Command (V),false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout800.fit,game.buttonlayout800.button.repair,Button16,repair,,Repair,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout800.fit,game.buttonlayout800.button.salvage,Button17,salvage,,Recover,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout800.fit,game.buttonlayout800.button.artillery_piece_suppression_fire,Button18,artillery piece suppression fire,,Suppression Fire Toggle Command (V),false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout800.fit,game.buttonlayout800.button.hold_position,Button19,hold position,,Hold Position Toggle Command (H),false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout800.fit,game.buttonlayout800.button.button,ScrollButton,,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout800.fit,game.buttonlayout800.button.scroll_up,InfoButton0,scroll up,,Default Range,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout800.fit,game.buttonlayout800.button.scroll_down,InfoButton1,scroll down,,Default Range,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout800.fit,game.buttonlayout800.button.obj,PauseButton0,obj,OBJECTIVES,Objectives List,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout800.fit,game.buttonlayout800.button.inmissionsave,PauseButton1,inmissionsave,QUICK SAVE,Quick Save,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout800.fit,game.buttonlayout800.button.inmissionload,PauseButton2,inmissionload,QUICK LOAD,Quick Load,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout800.fit,game.buttonlayout800.button.options,PauseButton3,options,OPTIONS,Options,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout800.fit,game.buttonlayout800.button.restart_mission,PauseButton4,restart mission,ABORT MISSION,Abort Mission,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout800.fit,game.buttonlayout800.button.exit,PauseButton5,exit,EXIT GAME,Exit Game,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/buttonlayout800.fit,game.buttonlayout800.button.return_to_game,PauseButton6,return to game,RETURN TO GAME,Return to Game,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_choosecampaign.fit,game.choose_campaign.button.cancel_button,Button0,cancel button,CANCEL,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_choosecampaign.fit,game.choose_campaign.button.accept_button,Button1,accept button.,SAVE,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_layout.fit,game.mission_selection.button.next_button_in_lower_right_corner,CMButton0,NEXT button in lower right corner,NEXT,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_layout.fit,game.mission_selection.button.main_menubutton_in_upper_right_corner,CMButton1,main menubutton in upper right corner,MAIN MENU,MAIN MENU,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_layout.fit,game.mission_selection.button.play_button_for_video_window,CMButton2,Play button for video window,,PLAY,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_layout.fit,game.mission_selection.button.pause_button_for_video_window,CMButton3,Pause button for video window,,PAUSE,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_layout.fit,game.mission_selection.button.stop_button_for_video_window,CMButton4,Stop button for video window,,STOP,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_op1_1.fit,game.mcl_cm_op1_1.button.mission_1,Button0,mission 1,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_op1_2.fit,game.mcl_cm_op1_2.button.mission_2,Button0,mission 2,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_op1_3.fit,game.mcl_cm_op1_3.button.mission_3,Button0,mission 3,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_op1_4.fit,game.mcl_cm_op1_4.button.mission_4,Button0,mission 4,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_op1_5.fit,game.mcl_cm_op1_5.button.mission_5,Button0,mission 5,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_op1_6.fit,game.mcl_cm_op1_6.button.mission_6,Button0,mission 6,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_op1_6.fit,game.mcl_cm_op1_6.button.mission_7,Button1,mission 7,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_op1_6.fit,game.mcl_cm_op1_6.button.mission_8,Button2,mission 8,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_op1_6.fit,game.mcl_cm_op1_6.button.mission_9,Button3,mission 9,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_op2_1.fit,game.mcl_cm_op2_1.button.mission_10,Button0,mission 10,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_op2_2.fit,game.mcl_cm_op2_2.button.mission_11,Button0,mission 11,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_op2_2.fit,game.mcl_cm_op2_2.button.mission_12,Button1,mission 12,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_op2_2.fit,game.mcl_cm_op2_2.button.mission_13,Button2,mission 13,,,false,,,,,true
